0	0	3299
0	1	7802
0	1	5969
0	1	2672
0	1	1957
0	1	1514
0	1	4211
0	1	3927
0	1	6442
0	1	7296
0	1	6217
0	1	3762
0	1	6460
0	1	6220
0	1	1271
0	1	6162
0	1	2861
0	1	902
0	1	7592
0	1	1866
0	2	6185
1	1	6220
1	2	4496
2	1	6442
2	2	917
3	0	625
3	1	7802
3	1	3927
3	1	7296
3	1	1271
3	1	4122
3	1	2861
3	1	902
3	1	5651
3	1	6460
3	1	6220
3	1	5969
3	1	3690
3	1	4211
3	1	6217
3	1	3762
3	1	1957
3	1	2672
3	1	1514
3	1	6442
3	1	7592
3	1	1866
3	2	6405
4	1	6442
4	2	1460
5	1	6442
5	2	2087
6	1	6442
6	2	6710
7	1	7802
7	2	4826
8	1	7802
8	2	2806
9	1	6442
9	2	7040
10	1	7802
10	2	723
11	0	4662
11	1	7802
11	1	3927
11	1	7296
11	1	1271
11	1	4122
11	1	2861
11	1	902
11	1	5651
11	1	6460
11	1	6220
11	1	5969
11	1	3690
11	1	4211
11	1	3762
11	1	1957
11	1	2672
11	1	1514
11	1	6442
11	1	7592
11	1	1866
11	2	3769
12	0	4662
12	1	3690
12	1	2672
12	1	1514
12	1	4211
12	1	6442
12	1	7296
12	1	6460
12	2	6757
13	0	4662
13	1	2672
13	1	1514
13	1	6442
13	1	6460
13	1	6220
13	1	902
13	2	5375
14	0	609
14	1	3690
14	1	7802
14	1	2672
14	1	7501
14	1	4211
14	1	6442
14	1	7296
14	1	3762
14	1	6460
14	1	1271
14	1	5969
14	1	1866
14	2	7597
15	1	6442
15	2	1581
16	0	609
16	1	7802
16	1	3927
16	1	7296
16	1	6162
16	1	1271
16	1	2861
16	1	902
16	1	7501
16	1	5651
16	1	6460
16	1	5969
16	1	3690
16	1	4211
16	1	6217
16	1	3762
16	1	1957
16	1	2672
16	1	1514
16	1	6442
16	1	7592
16	1	1866
16	2	4094
17	1	6442
17	2	1244
18	0	609
18	1	7802
18	1	5969
18	1	2672
18	1	5651
18	1	1514
18	1	4211
18	1	6442
18	1	7296
18	1	7592
18	1	3762
18	1	6460
18	1	1271
18	1	4122
18	1	2861
18	1	902
18	1	1866
18	2	6266
19	1	6442
19	2	2542
20	1	6442
20	2	366
21	1	1514
21	2	3607
22	0	3784
22	1	7802
22	1	2672
22	1	1957
22	1	5651
22	1	1514
22	1	4211
22	1	3927
22	1	6442
22	1	7296
22	1	6217
22	1	3762
22	1	6460
22	1	6220
22	1	1271
22	1	7592
22	1	2861
22	1	902
22	1	1866
22	2	5254
23	1	7802
23	1	2672
23	1	6442
23	1	7296
23	1	7592
23	1	6460
23	1	6162
23	1	5969
23	2	2315
24	0	625
24	1	7802
24	1	5969
24	1	2672
24	1	1957
24	1	1514
24	1	4211
24	1	3927
24	1	6442
24	1	7296
24	1	7592
24	1	3762
24	1	6460
24	1	2537
24	1	1271
24	1	6220
24	1	2861
24	1	902
24	1	1866
24	2	3597
25	1	6442
25	2	2226
26	0	6265
26	1	3690
26	1	7802
26	1	2672
26	1	1957
26	1	5651
26	1	1514
26	1	4211
26	1	3927
26	1	6442
26	1	7296
26	1	7592
26	1	3762
26	1	6460
26	1	6220
26	1	1271
26	1	4122
26	1	2861
26	1	902
26	1	1866
26	2	436
27	0	6265
27	1	7802
27	1	3927
27	1	7296
27	1	6162
27	1	1271
27	1	4122
27	1	2861
27	1	902
27	1	5651
27	1	6460
27	1	6220
27	1	5969
27	1	3690
27	1	4574
27	1	4211
27	1	6217
27	1	3762
27	1	1957
27	1	2672
27	1	1514
27	1	6442
27	1	7592
27	1	1866
27	2	5505
28	0	6265
28	1	2672
28	1	1514
28	1	4211
28	1	6442
28	1	7296
28	1	3762
28	1	6460
28	1	1271
28	1	1866
28	2	384
29	0	6265
29	1	2672
29	1	1514
29	1	4211
29	1	6442
29	1	7296
29	1	7592
29	1	3762
29	1	6460
29	1	6220
29	1	1271
29	1	2861
29	1	902
29	1	1866
29	2	5388
30	1	6442
30	2	2875
31	1	7592
31	2	7612
32	1	3690
32	2	4474
33	1	6442
33	2	6818
34	1	2672
34	1	5651
34	1	1514
34	1	4211
34	1	3927
34	1	6442
